actual,proposed
2.6930158992e-07,0.0
2.6949895808e-07,0.0
2.6949895808e-07,0.0
2.6586407584e-07,0.0
2.6098575184000003e-07,0.0
2.6098575184000003e-07,0.0
2.5979081392e-07,0.0
2.69173557664e-07,0.0
2.6574131865600003e-07,0.0
2.6574131865600003e-07,0.0
2.62897339584e-07,0.0
2.5967181187200004e-07,0.0
2.5967181187200004e-07,0.0
2.6905370624e-07,0.0
2.69480584736e-07,0.0
2.69480584736e-07,0.0
2.6584552368e-07,0.0
2.62993944928e-07,0.0
2.5977516752000004e-07,0.0
2.5977516752000004e-07,0.0
2.69153217344e-07,0.0
2.69364309632e-07,0.0
2.69336548448e-07,0.0
2.69336548448e-07,0.0
2.69554078112e-07,0.0
2.69311693024e-07,0.0
2.69509821152e-07,0.0
2.69509821152e-07,0.0
2.6587341897599996e-07,0.0
2.63025997696e-07,0.0
2.59803062816e-07,0.0
2.59803062816e-07,0.0
2.69182766688e-07,0.0
2.6575517689599996e-07,0.0
2.6575517689599996e-07,0.0
2.6290762150399997e-07,0.0
2.60877523456e-07,0.0
2.6906376464000004e-07,0.0
2.6906376464000004e-07,0.0
2.6927476752e-07,0.0
2.65855000928e-07,0.0
2.65855000928e-07,0.0
2.63004316256e-07,0.0
2.629779856e-07,0.0
2.629779856e-07,0.0
2.6296332268799997e-07,0.0
2.5974065603199997e-07,0.0
2.5974065603199997e-07,0.0
2.6912000227200004e-07,0.0
2.6569218896e-07,0.0
2.6569218896e-07,0.0
2.6307678143999997e-07,0.0
2.61034970944e-07,0.0
2.61034970944e-07,0.0
2.59840167136e-07,0.0
2.6942868339199995e-07,0.0
2.6942868339199995e-07,0.0
2.6579187888000003e-07,0.0
2.6091176672e-07,0.0
2.6091176672e-07,0.0
2.59719421632e-07,0.0
2.69100466624e-07,0.0
2.6952868623999996e-07,0.0
2.6952868623999996e-07,0.0
2.6928630115200004e-07,0.0
2.69484518688e-07,0.0
2.69484518688e-07,0.0
2.65848518848e-07,0.0
2.62998281216e-07,0.0
2.5977404992e-07,0.0
2.5977404992e-07,0.0
2.6915746422399995e-07,0.0
2.65727549824e-07,0.0
2.65727549824e-07,0.0
2.62879815616e-07,0.0
2.60850254016e-07,0.0
2.6903922214399996e-07,0.0
2.6903922214399996e-07,0.0
2.6925022502399997e-07,0.0
2.65828223232e-07,0.0
2.65828223232e-07,0.0
2.629791032e-07,0.0
2.59758314112e-07,0.0
2.59758314112e-07,0.0
2.69136989792e-07,0.0
2.6934629392000003e-07,0.0
2.69321170272e-07,0.0
2.69321170272e-07,0.0
2.69537895264e-07,0.0
2.65883030336e-07,0.0
2.65883030336e-07,0.0
2.63034893792e-07,0.0
2.59812987104e-07,0.0
2.59812987104e-07,0.0
2.69187013568e-07,0.0
2.65766487008e-07,0.0
2.65766487008e-07,0.0
2.6291821635199996e-07,0.0
2.6088628544e-07,0.0
2.6907494064e-07,0.0
2.6907494064e-07,0.0
2.69285094144e-07,0.0
2.65866266336e-07,0.0
2.65866266336e-07,0.0
2.6301303353600003e-07,0.0
2.60987048256e-07,0.0
2.69168416704e-07,0.0
2.69168416704e-07,0.0
2.69384694656e-07,0.0
2.69356978176e-07,0.0
2.69356978176e-07,0.0
2.69572809088e-07,0.0
2.69547059584e-07,0.0
2.69547059584e-07,0.0
2.6953110025599996e-07,0.0
2.63045131008e-07,0.0
2.63045131008e-07,0.0
2.61019145728e-07,0.0
2.6919608847999996e-07,0.0
2.6919608847999996e-07,0.0
2.69412411136e-07,0.0
2.65777171264e-07,0.0
2.63141423424e-07,0.0
2.63141423424e-07,0.0
2.62898546592e-07,0.0
2.62870427776e-07,0.0
2.62870427776e-07,0.0
2.63092830176e-07,0.0
2.6284485708800003e-07,0.0
2.62822147456e-07,0.0
2.62822147456e-07,0.0
2.63039140672e-07,0.0
2.6099531849599997e-07,0.0
2.6099531849599997e-07,0.0
2.59801364064e-07,0.0
2.6939122144000004e-07,0.0
2.6939122144000004e-07,0.0
2.6575244995199997e-07,0.0
2.6290140764800003e-07,0.0
2.5968052915200003e-07,0.0
2.5968052915200003e-07,0.0
2.69061171808e-07,0.0
2.69489436128e-07,0.0
2.69489436128e-07,0.0
2.6585401744e-07,0.0
2.60976364e-07,0.0
2.60976364e-07,0.0
2.59780174368e-07,0.0
2.693717752e-07,0.0
2.693717752e-07,0.0
2.69586443808e-07,0.0
2.69559800224e-07,0.0
2.69559800224e-07,0.0
2.69320052672e-07,0.0
2.6951728671999997e-07,0.0
2.6951728671999997e-07,0.0
2.65882717408e-07,0.0
2.6303364208e-07,0.0
2.5981169068799995e-07,0.0
2.5981169068799995e-07,0.0
2.69184957184e-07,0.0
2.65760049632e-07,0.0
2.65760049632e-07,0.0
2.62913433024e-07,0.0
2.5969094518399997e-07,0.0
2.5969094518399997e-07,0.0
2.69072079584e-07,0.0
2.69284870624e-07,0.0
2.6586251119999997e-07,0.0
2.6586251119999997e-07,0.0
2.6301281001600003e-07,0.0
2.59789785728e-07,0.0
2.59789785728e-07,0.0
2.69169981344e-07,0.0
2.69593909376e-07,0.0
2.69593909376e-07,0.0
2.69354161824e-07,0.0
2.6955483808e-07,0.0
2.6955483808e-07,0.0
2.65919464096e-07,0.0
2.6104364352000003e-07,0.0
2.6104364352000003e-07,0.0
2.59846157472e-07,0.0
2.69437087744e-07,0.0
2.69437087744e-07,0.0
2.6579952326400003e-07,0.0
2.60920439296e-07,0.0
2.60920439296e-07,0.0
2.59724517888e-07,0.0
2.69319829152e-07,0.0
2.69319829152e-07,0.0
2.69534855392e-07,0.0
2.69508748256e-07,0.0
2.69508748256e-07,0.0
2.6926985008e-07,0.0
2.6946627945599997e-07,0.0
2.6946627945599997e-07,0.0
2.65828267936e-07,0.0
2.6297865615999996e-07,0.0
2.59755184832e-07,0.0
2.59755184832e-07,0.0
2.69139180288e-07,0.0
2.65709981152e-07,0.0
2.65709981152e-07,0.0
2.6286108464e-07,0.0
2.5963470755199997e-07,0.0
2.5963470755199997e-07,0.0
2.69018792416e-07,0.0
2.69447950816e-07,0.0
2.69447950816e-07,0.0
2.6581060985599996e-07,0.0
2.6318420515199997e-07,0.0
2.6318420515199997e-07,0.0
2.62933236896e-07,0.0
2.62910527264e-07,0.0
2.62910527264e-07,0.0
2.6313060505599997e-07,0.0
2.6310248624e-07,0.0
2.6310248624e-07,0.0
2.62853216736e-07,0.0
2.6305800576e-07,0.0
2.6305800576e-07,0.0
2.61033003968e-07,0.0
2.69209678496e-07,0.0
2.69209678496e-07,0.0
2.69425062368e-07,0.0
2.62937886112e-07,0.0
2.62937886112e-07,0.0
2.6090886096e-07,0.0
2.69096800896e-07,0.0
2.69096800896e-07,0.0
2.69307803776e-07,0.0
2.69523277056e-07,0.0
2.63038157184e-07,0.0
2.63038157184e-07,0.0
2.6100966848e-07,0.0
2.6918938287999997e-07,0.0
2.6918938287999997e-07,0.0
2.69404811456e-07,0.0
2.69377094976e-07,0.0
2.69377094976e-07,0.0
2.69592031808e-07,0.0
2.6957066329599997e-07,0.0
2.6957066329599997e-07,0.0
2.69550278272e-07,0.0
2.63067527712e-07,0.0
2.63067527712e-07,0.0
2.6104355411200003e-07,0.0
2.69222419136e-07,0.0
2.69222419136e-07,0.0
2.69434316096e-07,0.0
2.6294915152e-07,0.0
2.6294915152e-07,0.0
2.60923523872e-07,0.0
2.6910869216e-07,0.0
2.6910869216e-07,0.0
2.6931705750399995e-07,0.0
2.69293677312e-07,0.0
2.69293677312e-07,0.0
2.69507720064e-07,0.0
2.6585334688000003e-07,0.0
2.6585334688000003e-07,0.0
2.63004942112e-07,0.0
2.59781694304e-07,0.0
2.59781694304e-07,0.0
2.69159520608e-07,0.0
2.693740104e-07,0.0
2.62887415296e-07,0.0
2.62887415296e-07,0.0
2.6085521616e-07,0.0
2.69044854848e-07,0.0
2.69044854848e-07,0.0
2.69256707104e-07,0.0
2.65833945344e-07,0.0
2.65833945344e-07,0.0
2.62984870016e-07,0.0
2.60958616512e-07,0.0
2.6914356128e-07,0.0
2.6914356128e-07,0.0
2.6935456416e-07,0.0
2.6932774176e-07,0.0
2.6932774176e-07,0.0
2.69545271424e-07,0.0
2.65892328768e-07,0.0
2.65892328768e-07,0.0
2.63042493472e-07,0.0
2.59819737408e-07,0.0
2.59819737408e-07,0.0
2.6919264627199997e-07,0.0
2.69407136064e-07,0.0
2.62924027872e-07,0.0
2.62924027872e-07,0.0
2.6089303574399997e-07,0.0
2.6907972396799997e-07,0.0
2.6907972396799997e-07,0.0
2.69291665632e-07,0.0
2.69508032992e-07,0.0
2.6302157199999997e-07,0.0
2.6302157199999997e-07,0.0
2.6099563142399997e-07,0.0
2.5980225814399996e-07,0.0
2.69387734528e-07,0.0
2.69387734528e-07,0.0
2.69609421664e-07,0.0
2.6957844179199996e-07,0.0
2.6957844179199996e-07,0.0
2.6933864953600004e-07,0.0
2.6953592828799995e-07,0.0
2.6953592828799995e-07,0.0
2.65901716608e-07,0.0
2.61027728896e-07,0.0
2.61027728896e-07,0.0
2.59830108736e-07,0.0
2.69420770784e-07,0.0
2.69420770784e-07,0.0
2.65783876864e-07,0.0
2.63156309856e-07,0.0
2.63156309856e-07,0.0
2.6290444752000003e-07,0.0
2.63124570016e-07,0.0
2.63099982816e-07,0.0
2.63099982816e-07,0.0
2.6285169679999997e-07,0.0
2.6282532144e-07,0.0
2.6282532144e-07,0.0
2.6304593568e-07,0.0
2.61001264128e-07,0.0
2.61001264128e-07,0.0
2.59804627456e-07,0.0
2.693952448e-07,0.0
2.693952448e-07,0.0
2.65757367392e-07,0.0
2.62909052032e-07,0.0
2.59686474784e-07,0.0
2.59686474784e-07,0.0
2.69067788e-07,0.0
2.694969464e-07,0.0
2.694969464e-07,0.0
2.6585804079999997e-07,0.0
2.60982309632e-07,0.0
2.60982309632e-07,0.0
2.5978433184e-07,0.0
2.69380134848e-07,0.0
2.69380134848e-07,0.0
2.69593015296e-07,0.0
2.6956556704e-07,0.0
2.6956556704e-07,0.0
2.69325774784e-07,0.0
2.69524841696e-07,0.0
2.69524841696e-07,0.0
2.63037754848e-07,0.0
2.63037754848e-07,0.0
2.61011635456e-07,0.0
2.6919072399999997e-07,0.0
2.6919072399999997e-07,0.0
2.694053032e-07,0.0
2.6292031743999996e-07,0.0
2.6292031743999996e-07,0.0
2.60891113472e-07,0.0
2.596978296e-07,0.0
2.69288938688e-07,0.0
2.69288938688e-07,0.0
2.69506155424e-07,0.0
2.6301790627199997e-07,0.0
2.6301790627199997e-07,0.0
2.60993753856e-07,0.0
2.5979850300799997e-07,0.0
2.69385007584e-07,0.0
2.69385007584e-07,0.0
2.69602358432e-07,0.0
2.69577458304e-07,0.0
2.69577458304e-07,0.0
2.6955971081600004e-07,0.0
2.6307539561599997e-07,0.0
2.6307539561599997e-07,0.0
2.6105057264e-07,0.0
2.6923100230400004e-07,0.0
2.6923100230400004e-07,0.0
2.69443793344e-07,0.0
2.62958852288e-07,0.0
2.62958852288e-07,0.0
2.6092960361600004e-07,0.0
2.69114593088e-07,0.0
2.69114593088e-07,0.0
2.69326490048e-07,0.0
2.69302215776e-07,0.0
2.69302215776e-07,0.0
2.69515856192e-07,0.0
2.69490598432e-07,0.0
2.69490598432e-07,0.0
2.6947298505599996e-07,0.0
2.65836940512e-07,0.0
2.60961656384e-07,0.0
2.60961656384e-07,0.0
2.59763902112e-07,0.0
2.69145885888e-07,0.0
2.65716820864e-07,0.0
2.65716820864e-07,0.0
2.6286890783999996e-07,0.0
2.6083836275199997e-07,0.0
2.6902853788799997e-07,0.0
2.6902853788799997e-07,0.0
2.69237842016e-07,0.0
2.6581655548799996e-07,0.0
2.6581655548799996e-07,0.0
2.62967390752e-07,0.0
2.63187513248e-07,0.0
2.63164803616e-07,0.0
2.63164803616e-07,0.0
2.6291741168e-07,0.0
2.62887415296e-07,0.0
2.62887415296e-07,0.0
2.63107537792e-07,0.0
2.6286108464e-07,0.0
2.6306493488e-07,0.0
2.6306493488e-07,0.0
2.61035462688e-07,0.0
2.69219021632e-07,0.0
2.69219021632e-07,0.0
2.69433109088e-07,0.0
2.62946558688e-07,0.0
2.62946558688e-07,0.0
2.60918964064e-07,0.0
2.69102612416e-07,0.0
2.69102612416e-07,0.0
2.69315358752e-07,0.0
2.6928755286400003e-07,0.0
2.6928755286400003e-07,0.0
2.69505127232e-07,0.0
2.69479422432e-07,0.0
2.69479422432e-07,0.0
2.6946095968e-07,0.0
2.65826435072e-07,0.0
2.6094739580799997e-07,0.0
2.6094739580799997e-07,0.0
2.59753217856e-07,0.0
2.69343969312e-07,0.0
2.69343969312e-07,0.0
2.65705421344e-07,0.0
2.60824012768e-07,0.0
2.60824012768e-07,0.0
2.5963050537599997e-07,0.0
2.69226666016e-07,0.0
2.69226666016e-07,0.0
2.6944169225600004e-07,0.0
2.6295491833600003e-07,0.0
2.6295491833600003e-07,0.0
2.60929335392e-07,0.0
2.69114324864e-07,0.0
2.69114324864e-07,0.0
2.69323584288e-07,0.0
2.6929935471999997e-07,0.0
2.6929935471999997e-07,0.0
2.6951384451200003e-07,0.0
2.65861751232e-07,0.0
2.65861751232e-07,0.0
2.63009859552e-07,0.0
2.59787595232e-07,0.0
2.59787595232e-07,0.0
2.69168729632e-07,0.0
2.6574078220800003e-07,0.0
2.6574078220800003e-07,0.0
2.62894970272e-07,0.0
2.6086509574400005e-07,0.0
2.69052320416e-07,0.0
2.69052320416e-07,0.0
2.69262429216e-07,0.0
2.65841455616e-07,0.0
2.65841455616e-07,0.0
2.62991665024e-07,0.0
2.59766494944e-07,0.0
2.59766494944e-07,0.0
2.6915107155199996e-07,0.0
2.69575044288e-07,0.0
2.69575044288e-07,0.0
2.6933435795200004e-07,0.0
2.69531636704e-07,0.0
2.69531636704e-07,0.0
2.65898140288e-07,0.0
2.6102048684799995e-07,0.0
2.6102048684799995e-07,0.0
2.59825727744e-07,0.0
2.6941379695999997e-07,0.0
2.6941379695999997e-07,0.0
2.65777215968e-07,0.0
2.60899964864e-07,0.0
2.60899964864e-07,0.0
2.5970310467199995e-07,0.0
2.69087323648e-07,0.0
2.69514693888e-07,0.0
2.69514693888e-07,0.0
2.65878738752e-07,0.0
2.6100251584e-07,0.0
2.6100251584e-07,0.0
2.59806415616e-07,0.0
2.6918334784000003e-07,0.0
2.6961523318400003e-07,0.0
2.6961523318400003e-07,0.0
2.69371954016e-07,0.0
2.6934535513600003e-07,0.0
2.6934535513600003e-07,0.0
2.6956199072e-07,0.0
2.6590976332799997e-07,0.0
2.6590976332799997e-07,0.0
2.6305961510400004e-07,0.0
2.61030098208e-07,0.0
2.69208471488e-07,0.0
2.69208471488e-07,0.0
2.69425598816e-07,0.0
2.6294021072e-07,0.0
2.6294021072e-07,0.0
2.60910917344e-07,0.0
2.69096487968e-07,0.0
2.69096487968e-07,0.0
2.6931012838399996e-07,0.0
2.69526540448e-07,0.0
2.69497304032e-07,0.0
2.69497304032e-07,0.0
2.69480584736e-07,0.0
2.6299609072e-07,0.0
2.6299609072e-07,0.0
2.60969524288e-07,0.0
2.69152680896e-07,0.0
2.69152680896e-07,0.0
2.69363594368e-07,0.0
2.6287673104e-07,0.0
2.6287673104e-07,0.0
2.60847124736e-07,0.0
2.6903703164799996e-07,0.0
2.6903703164799996e-07,0.0
0.00427749821664,0.0
0.00059800004352,0.0
0.0145631058496,0.0
0.0145631058496,0.0
0.004844505424,0.0
0.010223594691199999,0.0
0.010223594691199999,0.0
0.007205801996799999,0.0
0.0066016319072,0.0
0.0066016319072,0.0
0.0169646226112,0.0
0.010990433696,0.0
0.024253104656,0.0
0.024253104656,0.0
0.0323714002304,0.0
0.0301981823264,0.0
0.0301981823264,0.0
0.035756293232,0.0
0.035756293232,0.0
0.0371722969024,0.0
0.03736785008,0.0
0.03736785008,0.0
0.043302820176,0.0
0.045697948736,0.0
0.045697948736,0.0
0.0346904872864,0.0
0.045374202368,0.0
0.045374202368,0.0
0.049283433056000005,0.0
0.052361258752000005,0.0
0.052361258752000005,0.0
0.07271481113600001,0.0
0.05609726143999999,0.0
0.05845293872,0.0
0.05845293872,0.0
0.069562732096,0.0
0.070759636992,0.0
0.070759636992,0.0
0.081603262752,0.0
0.069687903296,0.0
0.069687903296,0.0
0.060260142624,0.0
0.07940905632,0.0
0.07940905632,0.0
0.081947528256,0.0
0.096269527552,0.0
0.096269527552,0.0
0.083910391488,0.0
0.08175297644799999,0.0
0.08175297644799999,0.0
0.1018334768,0.0
0.09306255199999999,0.0
0.09306255199999999,0.0
0.096481826848,0.0
0.095089833696,0.0
0.095089833696,0.0
0.097622494112,0.0
0.09803189334399999,0.0
0.102733770656,0.0
0.102733770656,0.0
0.096603287616,0.0
0.119446808096,0.0
0.119446808096,0.0
0.09454198617599999,0.0
0.115558185952,0.0
0.11246364096000001,0.0
0.11246364096000001,0.0
0.126265196288,0.0
0.112789711936,0.0
0.112789711936,0.0
0.116383868832,0.0
0.123192019808,0.0
0.123192019808,0.0
0.141334512352,0.0
0.13842919939200002,0.0
0.13842919939200002,0.0
0.184807185376,0.0
0.18630535052799999,0.0
0.24004228547200002,0.0
0.24004228547200002,0.0
0.297898336384,0.0
0.399765117664,0.0
0.399765117664,0.0
0.46014989504,0.0
0.59255464928,0.0
0.59255464928,0.0
0.6821763343999999,0.0
0.7775277312,0.0
0.9728506832,0.0
0.9728506832,0.0
1.0833388544,0.0
1.29451295072,0.0
1.29451295072,0.0
1.39951147072,0.0
1.6099439276799998,0.0
1.6099439276799998,0.0
1.7150153152,0.0
1.8195802064,0.0
2.02773231232,0.0
2.02773231232,0.0
2.13148984928,0.0
2.3384121481599998,0.0
2.3384121481599998,0.0
2.4415706515199997,0.0
2.54453066912,0.0
2.74982931872,0.0
2.74982931872,0.0
2.8521759974400003,0.0
3.0562627216,0.0
3.0562627216,0.0
3.1580058963199997,0.0
3.3608891888,0.0
3.3608891888,0.0
3.46203377696,0.0
3.66372391968,0.0
3.66372391968,0.0
3.8646143078399997,0.0
3.8646143078399997,0.0
3.96476154976,0.0
4.16446415264,0.0
4.16446415264,0.0
4.26401772544,0.0
4.36337236544,0.0
4.561488870400001,0.0
4.561488870400001,0.0
4.6602534176,0.0
4.8571745376,0.0
4.8571745376,0.0
4.9553400512,0.0
5.1952127744,0.0
5.1952127744,0.0
5.175748652799999,0.0
5.405138288,0.0
5.5589513408,0.0
5.5589513408,0.0
5.6219213952,0.0
5.7711254656,0.0
5.7711254656,0.0
5.8217974496,0.0
5.9409738432,0.0
5.9409738432,0.0
6.001221424,0.0
6.0931820224,0.0
6.0931820224,0.0
6.0935977696000005,0.0
6.154578496,0.0
6.154578496,0.0
6.1487222720000005,0.0
6.1487222720000005,0.0
6.1632778944,0.0
6.1413639936,0.0
6.1413639936,0.0
6.11852472,0.0
6.0958061472,0.0
6.0958061472,0.0
6.095882144,0.0
6.073396032000001,0.0
6.0510797952,0.0
6.0510797952,0.0
6.0290451936,0.0
6.0290451936,0.0
6.0289200223999995,0.0
6.0060762784,0.0
5.98664792,0.0
5.98664792,0.0
5.9871977792,0.0
5.9657443296,0.0
5.9657443296,0.0
5.9448630912,0.0
5.92406232,0.0
5.92406232,0.0
5.9237136288,0.0
5.902962032,0.0
5.902962032,0.0
5.8827379423999995,0.0
5.8823221951999995,0.0
5.8617628256,0.0
5.8617628256,0.0
5.8417488448,0.0
5.8213727616,0.0
5.8213727616,0.0
5.820863136,0.0
5.800522816,0.0
5.800522816,0.0
5.7802674336,0.0
5.7802674336,0.0
5.762300896,0.0
5.7602981568,0.0
5.7412587232,0.0
5.7412587232,0.0
5.7213252096,0.0
5.7213252096,0.0
5.7022276608,0.0
5.6825802528,0.0
5.6825802528,0.0
5.6819588672,0.0
5.6624858048,0.0
5.6624858048,0.0
5.643812944,0.0
5.6245768128,0.0
5.6245768128,0.0
5.6238257856,0.0
5.6046164767999995,0.0
5.6046164767999995,0.0
5.5863504224,0.0
5.567342281599999,0.0
5.567342281599999,0.0
5.56643032,0.0
5.5474490016,0.0
5.5474490016,0.0
5.529545049599999,0.0
5.5107470176,0.0
5.5107470176,0.0
5.4920249824,0.0
5.4920249824,0.0
5.4909565568000005,0.0
5.4722792255999995,0.0
5.4722792255999995,0.0
5.4547999616,0.0
5.436296976,0.0
5.436296976,0.0
5.4351436128,0.0
5.416694272,0.0
5.416694272,0.0
5.3995145248,0.0
5.4022369984,0.0
5.472306047999999,0.0
5.472306047999999,0.0
5.454683731199999,0.0
5.5645259296,0.0
5.5645259296,0.0
5.6267628384,0.0
5.7608435456,0.0
5.7608435456,0.0
5.6827680096,0.0
5.8556026144,0.0
5.8556026144,0.0
5.9935278656,0.0
6.2200877376,0.0
6.2200877376,0.0
6.1943248224000005,0.0
6.399297132799999,0.0
6.604367792,0.0
6.604367792,0.0
6.5847516768,0.0
6.7848065472,0.0
6.7848065472,0.0
6.9656699903999995,0.0
7.1602352096,0.0
7.1602352096,0.0
7.167213503999999,0.0
7.3566020000000005,0.0
7.3566020000000005,0.0
7.5395710016,0.0
7.7264560736,0.0
7.7264560736,0.0
7.730434729600001,0.0
7.918687744,0.0
7.918687744,0.0
8.1072581568,0.0
8.1072581568,0.0
8.2751753216,0.0
8.526791785599999,0.0
8.526791785599999,0.0
8.4363511232,0.0
8.610795072,0.0
8.7917434528,0.0
8.7917434528,0.0
8.8748705408,0.0
9.057857424,0.0
9.057857424,0.0
9.1512485504,0.0
9.330328304,0.0
9.330328304,0.0
9.4187036416,0.0
9.5973274144,0.0
9.5973274144,0.0
9.775043696000001,0.0
9.775043696000001,0.0
9.863843721599999,0.0
10.0402859392,0.0
10.0402859392,0.0
10.1281114176,0.0
10.3035388544,0.0
10.3035388544,0.0
10.3910379936,0.0
10.5653612416,0.0
10.5653612416,0.0
10.652234524799999,0.0
10.825525110400001,0.0
10.825525110400001,0.0
10.9981049024,0.0
10.9981049024,0.0
11.08413328,0.0
11.2556580576,0.0
11.2556580576,0.0
11.341163398399999,0.0
11.5116465728,0.0
11.5116465728,0.0
11.5966244064,0.0
11.6814368352,0.0
11.8505341856,0.0
11.8505341856,0.0
11.934828048,0.0
12.1028972064,0.0
12.1028972064,0.0
12.186672502399999,0.0
12.3537134688,0.0
12.3537134688,0.0
12.4369791392,0.0
12.6030008544,0.0
12.6030008544,0.0
12.6857613696,0.0
12.850768303999999,0.0
12.850768303999999,0.0
13.015104678399998,0.0
13.015104678399998,0.0
13.0970247584,0.0
13.2603552928,0.0
13.2603552928,0.0
13.341774688,0.0
13.5041083232,0.0
13.5041083232,0.0
13.585031504,0.0
13.6657848096,0.0
13.8267996768,0.0
13.8267996768,0.0
13.9070612384,0.0
14.067097087999999,0.0
14.067097087999999,0.0
14.146871376,0.0
14.2264802592,0.0
14.3852152224,0.0
14.3852152224,0.0
14.543297507199998,0.0
14.543297507199998,0.0
14.622097248,0.0
14.700740524799999,0.0
14.857539804800002,0.0
14.857539804800002,0.0
14.935700278399999,0.0
15.0915428928,0.0
15.0915428928,0.0
15.246755180800001,0.0
15.246755180800001,0.0
15.3241199232,0.0
15.478380016,0.0
15.478380016,0.0
15.632014252800001,0.0
15.632014252800001,0.0
15.687773552000001,0.0
15.8394184608,0.0
15.8394184608,0.0
15.8881413504,0.0
15.9671601408,0.0
15.9671601408,0.0
16.0043359872,0.0
16.039236399999997,0.0
16.039236399999997,0.0
16.054279295999997,0.0
16.054279295999997,0.0
16.0623662496,0.0
16.0345290688,0.0
16.0345290688,0.0
16.0191017184,0.0
15.961183215999998,0.0
15.961183215999998,0.0
15.93094096,0.0
15.8705145632,0.0
15.8705145632,0.0
15.840393008000001,0.0
15.7803376544,0.0
15.7803376544,0.0
15.7503949152,0.0
15.6906882528,0.0
15.6906882528,0.0
15.6609243296,0.0
15.601575299199999,0.0
15.601575299199999,0.0
15.571990192000001,0.0
15.512998793600001,0.0
15.512998793600001,0.0
15.483592502399999,0.0
15.4249542656,0.0
15.4249542656,0.0
15.395726790399998,0.0
15.36655296,0.0
15.308393055999998,0.0
15.308393055999998,0.0
15.279402511999999,0.0
15.2215957696,0.0
15.2215957696,0.0
15.1640259584,0.0
15.1640259584,0.0
15.1353259904,0.0
15.0781048704,0.0
15.0781048704,0.0
15.0495837184,0.0
15.0211162112,0.0
14.964360012799999,0.0
14.964360012799999,0.0
14.936066851199998,0.0
14.879654873600002,0.0
14.879654873600002,0.0
14.85212168,0.0
14.797046352,0.0
14.797046352,0.0
14.7696428,0.0
14.7149653376,0.0
14.7149653376,0.0
14.6876869568,0.0
14.6332374848,0.0
14.6332374848,0.0
14.6060663936,0.0
14.553034038399998,0.0
14.553034038399998,0.0
14.5266184448,0.0
14.4739392512,0.0
14.4739392512,0.0
14.421470166399999,0.0
14.421470166399999,0.0
14.395322796799999,0.0
14.343180051200001,0.0
14.343180051200001,0.0
14.3171980864,0.0
14.291265296,0.0
14.2395695904,0.0
14.2395695904,0.0
14.2138066752,0.0
14.1624373088,0.0
14.1624373088,0.0
14.1368308576,0.0
14.08578336,0.0
14.08578336,0.0
14.0603378432,0.0
14.0095988032,0.0
14.0095988032,0.0
13.9843097504,0.0
13.9338746976,0.0
13.9338746976,0.0
13.9085364704,0.0
13.8577393152,0.0
13.8577393152,0.0
13.8325933152,0.0
13.782529305599999,0.0
13.782529305599999,0.0
13.7575844736,0.0
13.7327022272,0.0
13.6830986688,0.0
13.6830986688,0.0
13.6587618112,0.0
13.6081524128,0.0
13.6081524128,0.0
13.583158406399999,0.0
13.533367091199999,0.0
13.533367091199999,0.0
13.508547430399998,0.0
13.459046691200001,0.0
13.459046691200001,0.0
13.4343700832,0.0
13.3851688608,0.0
13.3851688608,0.0
13.3606487168,0.0
13.311751481599998,0.0
13.311751481599998,0.0
13.287383331200001,0.0
13.2387945536,0.0
13.2387945536,0.0
13.2145739264,0.0
13.1662846656,0.0
13.1662846656,0.0
13.142216031999999,0.0
13.0942218176,0.0
13.0942218176,0.0
13.0703007072,0.0
13.022606009599999,0.0
13.022606009599999,0.0
12.9747235552,0.0
12.9747235552,0.0
12.950847148800001,0.0
12.9032686816,0.0
12.9032686816,0.0
12.87955768,0.0
12.832305552,0.0
12.832305552,0.0
12.8087554848,0.0
12.7618207552,0.0
12.7618207552,0.0
12.738225984,0.0
12.691188435199999,0.0
12.691188435199999,0.0
12.6677456576,0.0
12.6209986848,0.0
12.6209986848,0.0
12.5976944896,0.0
12.5512336224,0.0
12.5512336224,0.0
12.5280680096,0.0
12.4818843072,0.0
12.4818843072,0.0
12.458861747199999,0.0
12.4129552096,0.0
12.4129552096,0.0
12.390071232,0.0
12.3444373888,0.0
12.3444373888,0.0
12.3216919936,0.0
12.276335315199999,0.0
12.276335315199999,0.0
12.253728502400001,0.0
12.208653459199999,0.0
12.208653459199999,0.0
12.186180758399999,0.0
12.1413739392,0.0
12.1413739392,0.0
12.1190442912,0.0
12.074416288,0.0
12.074416288,0.0
12.029873222400001,0.0
12.029873222400001,0.0
12.007677686400001,0.0
11.963416255999999,0.0
11.963416255999999,0.0
11.9413593024,0.0
11.897383977599999,0.0
11.897383977599999,0.0
11.8754656064,0.0
11.8317763872,0.0
11.8317763872,0.0
11.788064816,0.0
11.788064816,0.0
11.766271616,0.0
11.7228282688,0.0
11.7228282688,0.0
11.7011691808,0.0
11.6579895872,0.0
11.6579895872,0.0
11.6364646112,0.0
11.5935487712,0.0
11.5935487712,0.0
11.572153436799999,0.0
11.5508028064,0.0
11.508235657599998,0.0
11.508235657599998,0.0
11.487010198399998,0.0
11.4447023328,0.0
11.4447023328,0.0
11.4236109856,0.0
11.3815579328,0.0
11.3815579328,0.0
11.3605962272,0.0
11.051615590399999,0.0
11.051615590399999,0.0
10.8976371328,0.0
10.5909319296,0.0
10.5909319296,0.0
10.4382454176,0.0
10.134262688,0.0
10.134262688,0.0
